class,genus,species,adult_body_mass_g,longevity_y
Reptilia,Riama,laudahnae,-999,-999
Reptilia,Riama,luctuosa,-999,-999
Reptilia,Riama,meleagris,-999,-999
Reptilia,Riama,oculata,-999,-999
Reptilia,Riama,orcesi,-999,-999
Reptilia,Riama,petrorum,-999,-999
Reptilia,Riama,raneyi,-999,-999
Reptilia,Riama,rhodogaster,-999,-999
Reptilia,Riama,shrevei,-999,-999
Reptilia,Riama,simotera,-999,-999
Reptilia,Riama,stigmatoral,-999,-999
Reptilia,Riama,striata,4.3,-999
Reptilia,Riama,unicolor,-999,-999
Reptilia,Riama,vespertina,-999,-999
Reptilia,Riama,vieta,-999,-999
Reptilia,Riolama,leucosticta,-999,-999
Reptilia,Riolama,luridiventris,-999,-999
Reptilia,Riolama,uzzelli,-999,-999
Reptilia,Stenolepis,ridleyi,-999,-999
Reptilia,Teuchocercus,keyi,-999,-999
Reptilia,Tretioscincus,agilis,-999,-999
Reptilia,Tretioscincus,bifasciatus,6,-999
Reptilia,Tretioscincus,oriximinensis,2.4,-999
Reptilia,Vanzosaura,rubricauda,0.7,-999
Reptilia,Heloderma,horridum,1244.15,25.05
Reptilia,Heloderma,suspectum,553.41,20
Reptilia,Cerberus,australis,666,-999
Reptilia,Cerberus,rynchops,666,-999
Reptilia,Djokoiskandarus,annulata,95,-999
Reptilia,Enhydris,bocourti,585,-999
Reptilia,Enhydris,enhydris,243,-999
Reptilia,Enhydris,jagorii,131,-999
Reptilia,Enhydris,plumbea,67,-999
Reptilia,Erpeton,tentaculatum,131,8.25
Reptilia,Fordonia,leucobalia,384,-999
Reptilia,Gerarda,prevostiana,56,-999
Reptilia,Heurnia,ventromaculata,148,-999
Reptilia,Homalopsis,buccata,993,-999
Reptilia,Myron,richardsonii,82,-999
Reptilia,Myrrophis,chinensis,-999,4.2
Reptilia,Pseudoferania,polylepis,196,-999
Reptilia,Enyalioides,cofanorum,60,-999
Reptilia,Enyalioides,heterolepis,-999,-999
Reptilia,Enyalioides,laticeps,58,-999
Reptilia,Enyalioides,microlepis,-999,-999
Reptilia,Enyalioides,oshaughnessyi,-999,-999
Reptilia,Enyalioides,palpebralis,24,-999
Reptilia,Enyalioides,praestabilis,-999,-999
Reptilia,Hoplocercus,spinosus,-999,-999
Reptilia,Morunasaurus,annularis,-999,-999
Reptilia,Morunasaurus,groi,-999,-999
Reptilia,Morunasaurus,peruvianus,-999,-999
Reptilia,Amblyrhynchus,cristatus,2227.43,6.4
Reptilia,Brachylophus,fasciatus,170.175,5.9
Reptilia,Brachylophus,vitiensis,345,-999
Reptilia,Conolophus,marthae,5000,-999
Reptilia,Conolophus,pallidus,4200,17.1
Reptilia,Conolophus,subcristatus,4728.305,15
Reptilia,Ctenosaura,acanthura,-999,-999
Reptilia,Ctenosaura,alfredschmidti,-999,-999
Reptilia,Ctenosaura,bakeri,399.4,13.8
Reptilia,Ctenosaura,clarki,-999,-999
Reptilia,Ctenosaura,defensor,-999,-999
Reptilia,Ctenosaura,flavidorsalis,-999,-999
Reptilia,Ctenosaura,hemilopha,2800,9.6
Reptilia,Ctenosaura,melanosterna,-999,-999
Reptilia,Ctenosaura,oaxacana,-999,-999
Reptilia,Ctenosaura,oedirhina,-999,-999
Reptilia,Ctenosaura,palearis,-999,10.19166667
Reptilia,Ctenosaura,pectinata,968,8.2
Reptilia,Ctenosaura,quinquecarinata,-999,-999
Reptilia,Ctenosaura,similis,1034,22.4
Reptilia,Cyclura,carinata,773.435,19.96666667
Reptilia,Cyclura,collei,-999,-999
Reptilia,Cyclura,cornuta,16578.115,18.35
Reptilia,Cyclura,cychlura,6754.63,23.4
Reptilia,Cyclura,nubila,4100,40
Reptilia,Cyclura,pinguis,4964.89,3.2
Reptilia,Cyclura,ricordi,1634,-999
Reptilia,Cyclura,rileyi,683,5.6
Reptilia,Dipsosaurus,dorsalis,69.33,14.6
Reptilia,Iguana,delicatissima,3400,4.4
Reptilia,Iguana,iguana,1530,12.4
Reptilia,Sauromalus,ater,230.39,12.15
Reptilia,Sauromalus,hispidus,811.7,17.2
Reptilia,Sauromalus,klauberi,-999,-999
Reptilia,Sauromalus,slevini,-999,-999
Reptilia,Sauromalus,varius,1422.35,11.3
Reptilia,Acanthodactylus,ahmaddisii,-999,-999
Reptilia,Acanthodactylus,arabicus,-999,-999
Reptilia,Acanthodactylus,aureus,-999,-999
Reptilia,Acanthodactylus,bedriagai,6.49,2.75
Reptilia,Acanthodactylus,beershebensis,19,-999
Reptilia,Acanthodactylus,blanci,-999,-999
Reptilia,Acanthodactylus,blanfordii,-999,-999
Reptilia,Acanthodactylus,boskianus,8.3,1.6
Reptilia,Acanthodactylus,boueti,-999,-999
Reptilia,Acanthodactylus,busacki,-999,-999
Reptilia,Acanthodactylus,cantoris,-999,-999
Reptilia,Acanthodactylus,dumerilii,7.1,2.9
Reptilia,Acanthodactylus,erythrurus,8.595,-999
Reptilia,Acanthodactylus,felicis,-999,-999
Reptilia,Acanthodactylus,gongrorhynchatus,-999,-999
Reptilia,Acanthodactylus,grandis,-999,-999
Reptilia,Acanthodactylus,guineensis,-999,-999
Reptilia,Acanthodactylus,haasi,-999,-999
Reptilia,Acanthodactylus,hardyi,7.1,2.9
Reptilia,Acanthodactylus,lineomaculatus,8.595,-999
Reptilia,Acanthodactylus,longipes,7.1,2.9
Reptilia,Acanthodactylus,maculatus,7.4,2.75
Reptilia,Acanthodactylus,masirae,-999,-999
Reptilia,Acanthodactylus,micropholis,-999,-999
Reptilia,Acanthodactylus,nilsoni,-999,-999
Reptilia,Acanthodactylus,opheodurus,4,-999
Reptilia,Acanthodactylus,orientalis,-999,-999
Reptilia,Acanthodactylus,pardalis,6.49,2.75
Reptilia,Acanthodactylus,robustus,-999,-999
Reptilia,Acanthodactylus,savignyi,-999,-999
Reptilia,Acanthodactylus,schmidti,14.5,-999
Reptilia,Acanthodactylus,schreiberi,18.15,1.6
Reptilia,Acanthodactylus,scutellatus,7.1,2.9
Reptilia,Acanthodactylus,senegalensis,-999,-999
Reptilia,Acanthodactylus,spinicauda,5.58,2.75
Reptilia,Acanthodactylus,taghitensis,-999,-999
Reptilia,Acanthodactylus,tilburyi,-999,-999
Reptilia,Acanthodactylus,tristrami,-999,-999
Reptilia,Acanthodactylus,yemenicus,-999,-999
Reptilia,Adolfus,africanus,-999,-999
Reptilia,Adolfus,alleni,-999,-999
Reptilia,Adolfus,jacksoni,-999,-999
Reptilia,Algyroides,fitzingeri,-999,-999
Reptilia,Algyroides,marchi,2.17,-999
Reptilia,Algyroides,moreoticus,2.715,-999
Reptilia,Algyroides,nigropunctatus,3.79,-999
Reptilia,Anatololacerta,anatolica,-999,-999
Reptilia,Anatololacerta,danfordi,4.5,-999
Reptilia,Anatololacerta,oertzeni,-999,-999
Reptilia,Apathya,cappadocica,-999,-999
Reptilia,Apathya,yassujica,-999,-999
Reptilia,Archaeolacerta,bedriagae,10.3,2.9
Reptilia,Atlantolacerta,andreanskyi,3.005,-999
Reptilia,Australolacerta,australis,-999,-999
Reptilia,Congolacerta,vauereselli,-999,-999
Reptilia,Dalmatolacerta,oxycephala,6.16,-999
Reptilia,Darevskia,alpina,-999,-999
Reptilia,Darevskia,armeniaca,2.1,2.9
Reptilia,Darevskia,bendimahiensis,-999,-999
Reptilia,Darevskia,bithynica,7.93,2.9
Reptilia,Darevskia,brauneri,-999,-999
Reptilia,Darevskia,caucasica,-999,2.9
Reptilia,Darevskia,chlorogaster,5.11,-999
Reptilia,Darevskia,clarkorum,-999,-999
Reptilia,Darevskia,daghestanica,-999,-999
Reptilia,Darevskia,dahli,-999,-999
Reptilia,Darevskia,defilippii,-999,2.9
Reptilia,Darevskia,derjugini,4.27,-999
Reptilia,Darevskia,dryada,-999,-999
Reptilia,Darevskia,lindholmi,-999,-999
Reptilia,Darevskia,mixta,-999,-999
Reptilia,Darevskia,parvula,3.23,-999
Reptilia,Darevskia,pontica,-999,-999
Reptilia,Darevskia,portschinskii,3.48,2.9
Reptilia,Darevskia,praticola,3.27,-999
Reptilia,Darevskia,raddei,4.71,2.9
Reptilia,Darevskia,rostombekovi,3.34,-999
Reptilia,Darevskia,rudis,7.93,2.9
Reptilia,Darevskia,sapphirina,-999,-999
Reptilia,Darevskia,saxicola,7.625,2.9
Reptilia,Darevskia,steineri,-999,-999
Reptilia,Darevskia,unisexualis,4.9,-999
Reptilia,Darevskia,uzzelli,-999,-999
Reptilia,Darevskia,valentini,7.8,2.9
Reptilia,Dinarolacerta,mosorensis,6.105,-999
Reptilia,Eremias,acutirostris,-999,-999
Reptilia,Eremias,afghanistanica,-999,-999
Reptilia,Eremias,andersoni,-999,-999
Reptilia,Eremias,argus,-999,-999
Reptilia,Eremias,arguta,9.16,-999
Reptilia,Eremias,aria,-999,-999
Reptilia,Eremias,brenchleyi,5.9,-999
Reptilia,Eremias,buechneri,-999,-999
Reptilia,Eremias,fasciata,-999,-999
Reptilia,Eremias,grammica,5.03,-999
Reptilia,Eremias,intermedia,3.49,-999
Reptilia,Eremias,kokshaaliensis,-999,-999
Reptilia,Eremias,lalezharica,-999,-999
Reptilia,Eremias,lineolata,1.84,-999
Reptilia,Eremias,montanus,-999,-999
Reptilia,Eremias,multiocellata,-999,-999
Reptilia,Eremias,nigrocellata,5.365,-999
Reptilia,Eremias,nikolskii,6.7,-999
Reptilia,Eremias,persica,11.995,9.6375
Reptilia,Eremias,pleskei,3.28,-999
Reptilia,Eremias,przewalskii,-999,-999
Reptilia,Eremias,quadrifrons,-999,-999
Reptilia,Eremias,regeli,5.42,-999
Reptilia,Eremias,scripta,-999,-999
Reptilia,Eremias,strauchi,7.565,-999
Reptilia,Eremias,stummeri,8.4,-999
Reptilia,Eremias,suphani,8.4,-999
Reptilia,Eremias,szczerbaki,-999,-999
Reptilia,Eremias,velox,8.4,-999
Reptilia,Eremias,vermiculata,-999,-999
Reptilia,Eremias,yarkandensis,-999,-999
Reptilia,Gallotia,atlantica,9.365,-999
Reptilia,Gallotia,auaritae,195.995,5.4
Reptilia,Gallotia,bravoana,96.89,5.4
Reptilia,Gallotia,caesaris,16.48,5.6
Reptilia,Gallotia,galloti,27.49,5.6
Reptilia,Gallotia,intermedia,-999,-999
Reptilia,Gallotia,simonyi,195.995,5.4
Reptilia,Gallotia,stehlini,178.65,5.5
Reptilia,Gastropholis,echinata,-999,-999
Reptilia,Gastropholis,prasina,-999,-999
Reptilia,Gastropholis,tropidopholis,-999,-999
Reptilia,Gastropholis,vittata,-999,-999
Reptilia,Heliobolus,lugubris,4.775,-999
Reptilia,Heliobolus,neumanni,-999,-999
Reptilia,Heliobolus,nitidus,-999,-999
Reptilia,Heliobolus,spekii,-999,-999
Reptilia,Hellenolacerta,graeca,8.175,-999
Reptilia,Holaspis,guentheri,-999,-999
Reptilia,Holaspis,laevis,-999,-999
Reptilia,Iberolacerta,aranica,3.58,-999
Reptilia,Iberolacerta,aurelioi,4.11,-999
Reptilia,Iberolacerta,bonnali,3.545,-999
Reptilia,Iberolacerta,cyreni,8.58,-999
Reptilia,Iberolacerta,galani,-999,-999
Reptilia,Iberolacerta,horvathi,5.18,-999
Reptilia,Iberolacerta,martinezricai,7.865,-999
Reptilia,Iberolacerta,monticola,7.865,-999
Reptilia,Ichnotropis,bivittata,-999,-999
Reptilia,Ichnotropis,capensis,-999,-999
Reptilia,Ichnotropis,chapini,-999,-999
Reptilia,Ichnotropis,grandiceps,-999,-999
Reptilia,Ichnotropis,microlepidota,-999,-999
Reptilia,Iranolacerta,brandtii,-999,-999
Reptilia,Iranolacerta,zagrosica,-999,-999
Reptilia,Lacerta,agilis,9.87,8.5
Reptilia,Lacerta,bilineata,23.725,10
Reptilia,Lacerta,media,25.95,10
Reptilia,Lacerta,mostoufii,-999,-999
Reptilia,Lacerta,pamphylica,23.725,10
Reptilia,Lacerta,schreiberi,25.84,-999
Reptilia,Lacerta,strigata,21.48335,10
Reptilia,Lacerta,trilineata,23.725,10
Reptilia,Lacerta,viridis,23.725,10
Reptilia,Latastia,boscai,-999,-999
Reptilia,Latastia,caeruleopunctata,-999,-999
Reptilia,Latastia,carinata,-999,-999
Reptilia,Latastia,cherchii,-999,-999
Reptilia,Latastia,doriai,-999,-999
Reptilia,Latastia,johnstonii,-999,-999
Reptilia,Latastia,longicaudata,-999,-999
Reptilia,Latastia,ornata,-999,-999
Reptilia,Latastia,siebenrocki,-999,-999
Reptilia,Latastia,taylori,-999,-999
Reptilia,Meroles,anchietae,2.755,-999
Reptilia,Meroles,ctenodactylus,-999,-999
Reptilia,Meroles,cuneirostris,2.9,-999
Reptilia,Meroles,knoxii,-999,-999
Reptilia,Meroles,micropholidotus,-999,-999
Reptilia,Meroles,reticulatus,-999,-999
Reptilia,Meroles,squamulosa,4.65,-999
Reptilia,Meroles,suborbitalis,4.52,-999
Reptilia,Mesalina,adramitana,-999,-999
Reptilia,Mesalina,ayunensis,-999,-999
Reptilia,Mesalina,bahaeldini,-999,-999
Reptilia,Mesalina,balfouri,1.795,-999
Reptilia,Mesalina,brevirostris,2,-999
Reptilia,Mesalina,ercolinii,-999,-999
Reptilia,Mesalina,guttulata,2.435,-999
Reptilia,Mesalina,kuri,-999,-999
Reptilia,Mesalina,martini,1.795,-999
Reptilia,Mesalina,olivieri,1.795,-999
Reptilia,Mesalina,pasteuri,2.09,-999
Reptilia,Mesalina,rubropunctata,2.815,3.3
Reptilia,Mesalina,simoni,1.795,-999
Reptilia,Mesalina,watsonana,2.435,-999
Reptilia,Nucras,boulengeri,-999,-999
Reptilia,Nucras,caesicaudata,-999,-999
Reptilia,Nucras,holubi,6.915,-999
Reptilia,Nucras,intertexta,6.1,-999
Reptilia,Nucras,lalandii,16.26,-999
Reptilia,Nucras,livida,-999,-999
Reptilia,Nucras,ornata,6.915,-999
Reptilia,Nucras,scalaris,-999,-999
Reptilia,Nucras,taeniolata,7.73,-999
Reptilia,Nucras,tessellata,7.16,-999
Reptilia,Omanosaura,cyanura,-999,-999
Reptilia,Omanosaura,jayakari,136.3,-999
Reptilia,Ophisops,beddomei,-999,-999
Reptilia,Ophisops,elbaensis,-999,-999
Reptilia,Ophisops,elegans,2.83,-999
Reptilia,Ophisops,jerdonii,-999,-999
Reptilia,Ophisops,leschenaultii,-999,-999
Reptilia,Ophisops,microlepis,-999,-999
Reptilia,Ophisops,minor,-999,-999
Reptilia,Ophisops,occidentalis,-999,-999
Reptilia,Parvilacerta,fraasii,9.87,8.5
Reptilia,Parvilacerta,parva,3.43,-999
Reptilia,Pedioplanis,benguellensis,-999,-999
Reptilia,Pedioplanis,breviceps,-999,-999
Reptilia,Pedioplanis,burchelli,3.89,-999
Reptilia,Pedioplanis,gaerdesi,-999,-999
Reptilia,Pedioplanis,husabensis,-999,-999
Reptilia,Pedioplanis,inornata,-999,-999
Reptilia,Pedioplanis,laticeps,-999,-999
Reptilia,Pedioplanis,lineoocellata,4.3,-999
Reptilia,Pedioplanis,namaquensis,3.035,-999
Reptilia,Pedioplanis,rubens,-999,-999
Reptilia,Pedioplanis,undata,-999,-999
Reptilia,Philochortus,hardeggeri,-999,-999
Reptilia,Philochortus,intermedius,-999,-999
Reptilia,Philochortus,neumanni,-999,-999
Reptilia,Philochortus,phillipsi,-999,-999
Reptilia,Philochortus,spinalis,-999,-999
Reptilia,Philochortus,zolii,-999,-999
Reptilia,Phoenicolacerta,cyanisparsa,-999,-999
Reptilia,Phoenicolacerta,kulzeri,-999,-999
Reptilia,Phoenicolacerta,laevis,6.7,-999
Reptilia,Phoenicolacerta,troodica,4.09,-999
Reptilia,Podarcis,bocagei,4.11,2.9
Reptilia,Podarcis,carbonelli,3.45,2.9
Reptilia,Podarcis,cretensis,3.1,-999
Reptilia,Podarcis,erhardii,7.61,2.9
Reptilia,Podarcis,filfolensis,6.61,-999
Reptilia,Podarcis,gaigeae,6.21,-999
Reptilia,Podarcis,hispanicus,3.695,-999
Reptilia,Podarcis,lilfordi,6.235,-999
Reptilia,Podarcis,liolepis,4.94,2.9
Reptilia,Podarcis,melisellensis,5.57,2.9
Reptilia,Podarcis,milensis,3.2,-999
Reptilia,Podarcis,muralis,5.41,7.491666667
Reptilia,Podarcis,peloponnesiacus,8.365,-999
Reptilia,Podarcis,pityusensis,5.76,2.9
Reptilia,Podarcis,raffoneae,-999,-999
Reptilia,Podarcis,siculus,6.935,2.9
Reptilia,Podarcis,tauricus,6.62,-999
Reptilia,Podarcis,tiliguerta,5.41,7.491666667
Reptilia,Podarcis,vaucheri,-999,2.9
Reptilia,Podarcis,waglerianus,4.02,-999
Reptilia,Poromera,fordii,-999,-999
Reptilia,Psammodromus,algirus,8.585,-999
Reptilia,Psammodromus,blanci,1.88,-999
Reptilia,Psammodromus,hispanicus,2.895,-999
Reptilia,Psammodromus,microdactylus,-999,-999
Reptilia,Pseuderemias,brenneri,-999,-999
Reptilia,Pseuderemias,erythrosticta,-999,-999
Reptilia,Pseuderemias,mucronata,-999,-999
Reptilia,Pseuderemias,savagei,-999,-999
Reptilia,Pseuderemias,septemstriata,-999,-999
Reptilia,Pseuderemias,smithii,-999,-999
Reptilia,Pseuderemias,striatus,-999,-999
Reptilia,Scelarcis,perspicillata,2.83,-999
Reptilia,Takydromus,amurensis,6.75,-999
Reptilia,Takydromus,dorsalis,3.4,-999
Reptilia,Takydromus,formosanus,2.7,-999
Reptilia,Takydromus,hani,-999,-999
Reptilia,Takydromus,haughtonianus,-999,-999
Reptilia,Takydromus,hsuehshanensis,4.7,-999
Reptilia,Takydromus,intermedius,-999,-999
Reptilia,Takydromus,khasiensis,3.24,-999
Reptilia,Takydromus,kuehnei,-999,-999
Reptilia,Takydromus,sauteri,7.1,-999
Reptilia,Takydromus,septentrionalis,5.41,-999
Reptilia,Takydromus,sexlineatus,3.24,-999
Reptilia,Takydromus,smaragdinus,1.8,-999
Reptilia,Takydromus,stejnegeri,3.1,-999
Reptilia,Takydromus,sylvaticus,-999,-999
Reptilia,Takydromus,tachydromoides,3.335,-999
Reptilia,Takydromus,toyamai,-999,-999
Reptilia,Takydromus,wolteri,2.845,-999
Reptilia,Teira,dugesii,7.29,4.8
Reptilia,Timon,lepidus,99.625,10.5375
Reptilia,Timon,pater,65.8,7.1
Reptilia,Timon,princeps,20.8,-999
Reptilia,Timon,tangitanus,65.8,7.1
Reptilia,Tropidosaura,cottrelli,-999,-999
Reptilia,Tropidosaura,essexi,-999,-999
Reptilia,Tropidosaura,gularis,-999,-999
Reptilia,Tropidosaura,montana,-999,-999
Reptilia,Vhembelacerta,rupicola,-999,-999
Reptilia,Zootoca,vivipara,4.335,4.991666667
Reptilia,Amblyodipsas,unicolor,570,-999
Reptilia,Aparallactus,capensis,-999,-999
Reptilia,Aparallactus,jacksonii,7,-999
Reptilia,Aparallactus,lunulatus,53,-999
Reptilia,Aparallactus,modestus,82,-999
Reptilia,Aparallactus,nigriceps,-999,-999
Reptilia,Atractaspis,andersonii,471,-999
Reptilia,Atractaspis,aterrima,131,-999
Reptilia,Atractaspis,bibronii,109,16.4
Reptilia,Atractaspis,engaddensis,471,-999
Reptilia,Atractaspis,irregularis,109,-999
Reptilia,Atractaspis,magrettii,471,-999
Reptilia,Atractaspis,microlepidota,471,-999
Reptilia,Atractaspis,micropholis,471,-999
Reptilia,Boaedon,fuliginosus,384,9
Reptilia,Boaedon,lineatus,649,3.6
Reptilia,Boaedon,olivaceus,279,-999
Reptilia,Bothrophthalmus,brunneus,649,-999
Reptilia,Bothrophthalmus,lineatus,649,-999
Reptilia,Buhoma,depressiceps,32,-999
Reptilia,Dipsina,multimaculata,-999,10
Reptilia,Dromicodryas,bernieri,-999,-999
Reptilia,Duberria,lutrix,30,-999
Reptilia,Duberria,shirana,30,-999
Reptilia,Gonionotophis,capensis,1359,10.9
Reptilia,Gonionotophis,nyassae,-999,-999
Reptilia,Gonionotophis,poensis,1083,-999
Reptilia,Gonionotophis,savorgnani,1359,10.9
Reptilia,Gonionotophis,stenophthalmus,131,-999
Reptilia,Gonionotophis,unicolor,1359,10.9
Reptilia,Hemirhagerrhis,hildebrandtii,-999,-999
Reptilia,Hemirhagerrhis,nototaenia,47,-999
Reptilia,Hemirhagerrhis,viperina,47,-999
Reptilia,Homoroselaps,lacteus,-999,-999
Reptilia,Hormonotus,modestus,243,-999
Reptilia,Lamprophis,aurora,-999,-999
Reptilia,Langaha,madagascariensis,-999,-999
Reptilia,Leioheterodon,madagascariensis,-999,15.3
Reptilia,Lycodonomorphus,inornatus,-999,-999
Reptilia,Lycodonomorphus,leleupi,-999,4.3
Reptilia,Lycodonomorphus,rufulus,-999,4.3
Reptilia,Lycodonomorphus,whytii,2666,4.3
Reptilia,Lycophidion,capense,95,-999
Reptilia,Lycophidion,multimaculatum,95,-999
Reptilia,Lycophidion,ornatum,68.5,-999
Reptilia,Lycophidion,pembanum,95,-999
Reptilia,Lycophidion,uzungwense,95,-999
Reptilia,Macrelaps,microlepidotus,-999,-999
Reptilia,Madagascarophis,colubrinus,-999,-999
Reptilia,Malpolon,insignitus,3113,1.8
Reptilia,Malpolon,monspessulanus,3113,1.8
Reptilia,Micrelaps,boettgeri,26,-999
Reptilia,Polemon,christyi,227,-999
Reptilia,Polemon,collaris,243,-999
Reptilia,Polemon,fulvicollis,243,-999
Reptilia,Prosymna,ambigua,21,-999
Reptilia,Prosymna,bivittata,-999,-999
Reptilia,Prosymna,greigerti,18,-999
Reptilia,Prosymna,lineata,-999,-999
Reptilia,Prosymna,meleagris,18,-999
Reptilia,Prosymna,ornatissima,21,-999
Reptilia,Prosymna,ruspolii,21,-999
Reptilia,Prosymna,stuhlmanni,21,-999
Reptilia,Prosymna,sundevalli,-999,-999
Reptilia,Psammodynastes,pulverulentus,32,-999
Reptilia,Psammophis,aegyptius,-999,0.9
Reptilia,Psammophis,biseriatus,1083,-999
Reptilia,Psammophis,brevirostris,1687,10.3
Reptilia,Psammophis,condanarus,512,-999
Reptilia,Psammophis,crucifer,-999,-999
Reptilia,Psammophis,elegans,-999,1.9
Reptilia,Psammophis,indochinensis,512,-999
Reptilia,Psammophis,leightoni,-999,-999
Reptilia,Psammophis,leopardinus,1687,10.3
Reptilia,Psammophis,lineatus,682,-999
Reptilia,Psammophis,mossambicus,2381,10.3
Reptilia,Psammophis,namibensis,-999,-999
Reptilia,Psammophis,notostictus,-999,-999
Reptilia,Psammophis,orientalis,2381,5.8
Reptilia,Psammophis,phillipsi,2381,10.3
Reptilia,Psammophis,punctulatus,2009,-999
Reptilia,Psammophis,rukwae,2381,5.8
Reptilia,Psammophis,schokari,-999,0.9
Reptilia,Psammophis,sibilans,2381,10.3
Reptilia,Psammophis,subtaeniatus,2381,5.8
Reptilia,Psammophis,sudanensis,2381,5.8
Reptilia,Psammophis,tanganicus,1083,-999
Reptilia,Psammophis,trinasalis,2381,10.3
Reptilia,Psammophylax,acutus,148,-999
Reptilia,Psammophylax,rhombeatus,-999,-999
Reptilia,Psammophylax,tritaeniatus,-999,-999
Reptilia,Psammophylax,variabilis,-999,-999
Reptilia,Pseudaspis,cana,-999,8.3
Reptilia,Pseudoboodon,lemniscatus,-999,-999
Reptilia,Rhagerhis,moilensis,-999,0.5
Reptilia,Rhamphiophis,oxyrhynchus,1528,13.3
Reptilia,Rhamphiophis,rostratus,1528,13.3
Reptilia,Rhamphiophis,rubropunctatus,5675,-999
Reptilia,Thamnosophis,lateralis,-999,3.1
Reptilia,Xenocalamus,bicolor,-999,-999
Reptilia,Lanthanotus,borneensis,-999,6.9
Reptilia,Leiocephalus,anonymous,-999,-999
Reptilia,Leiocephalus,apertosulcus,-999,-999
Reptilia,Leiocephalus,barahonensis,-999,-999
Reptilia,Leiocephalus,carinatus,30,10.8
Reptilia,Leiocephalus,cubensis,-999,-999
Reptilia,Leiocephalus,cuneus,-999,-999
Reptilia,Leiocephalus,endomychus,-999,-999
Reptilia,Leiocephalus,eremitus,-999,-999
Reptilia,Leiocephalus,etheridgei,-999,-999
Reptilia,Leiocephalus,greenwayi,-999,-999
Reptilia,Leiocephalus,herminieri,-999,-999
Reptilia,Leiocephalus,inaguae,-999,-999
Reptilia,Leiocephalus,jamaicensis,-999,-999
Reptilia,Leiocephalus,loxogrammus,-999,-999
Reptilia,Leiocephalus,lunatus,-999,-999
Reptilia,Leiocephalus,macropus,-999,-999
Reptilia,Leiocephalus,melanochlorus,-999,-999
Reptilia,Leiocephalus,onaneyi,-999,-999
Reptilia,Leiocephalus,personatus,-999,-999
Reptilia,Leiocephalus,pratensis,-999,-999
Reptilia,Leiocephalus,psammodromus,18.28,-999
Reptilia,Leiocephalus,punctatus,30,10.8
Reptilia,Leiocephalus,raviceps,-999,-999
Reptilia,Leiocephalus,rhutidira,-999,-999
Reptilia,Leiocephalus,schreibersii,-999,-999
Reptilia,Leiocephalus,semilineatus,-999,-999
Reptilia,Leiocephalus,stictigaster,-999,-999
Reptilia,Leiocephalus,vinculum,-999,-999
Reptilia,Anisolepis,grilli,-999,-999
Reptilia,Anisolepis,longicauda,-999,-999
Reptilia,Anisolepis,undulatus,-999,-999
Reptilia,Diplolaemus,bibronii,-999,-999
Reptilia,Diplolaemus,darwinii,-999,-999
Reptilia,Diplolaemus,leopardinus,-999,-999
Reptilia,Diplolaemus,sexcinctus,-999,-999
Reptilia,Enyalius,bibronii,-999,-999
Reptilia,Enyalius,bilineatus,-999,-999
Reptilia,Enyalius,brasiliensis,-999,-999
Reptilia,Enyalius,catenatus,-999,-999
Reptilia,Enyalius,iheringii,-999,-999
Reptilia,Enyalius,leechii,45.2,-999
Reptilia,Enyalius,perditus,-999,-999
Reptilia,Enyalius,pictus,-999,-999
Reptilia,Leiosaurus,bellii,-999,-999
Reptilia,Leiosaurus,catamarcensis,-999,-999
Reptilia,Leiosaurus,paronae,-999,-999
Reptilia,Pristidactylus,achalensis,45,-999
Reptilia,Pristidactylus,alvaroi,-999,-999
Reptilia,Pristidactylus,araucanus,-999,-999
Reptilia,Pristidactylus,casuhatiensis,-999,-999
Reptilia,Pristidactylus,fasciatus,-999,-999
Reptilia,Pristidactylus,nigroiugulus,-999,-999
Reptilia,Pristidactylus,scapulatus,-999,-999
Reptilia,Pristidactylus,torquatus,-999,-999
Reptilia,Pristidactylus,valeriae,-999,-999
Reptilia,Pristidactylus,volcanensis,-999,-999
Reptilia,Urostrophus,gallardoi,-999,-999
Reptilia,Urostrophus,vautieri,-999,-999
Reptilia,Epictia,australis,2,-999
Reptilia,Epictia,diaplocia,-999,-999
Reptilia,Epictia,goudotii,-999,-999
Reptilia,Epictia,magnamaculata,-999,-999
Reptilia,Leptotyphlops,conjunctus,4,-999
Reptilia,Leptotyphlops,emini,3,-999
Reptilia,Leptotyphlops,incognitus,4,-999
Reptilia,Leptotyphlops,pembae,3,-999
Reptilia,Myriopholis,algeriensis,-999,-999
Reptilia,Myriopholis,blanfordi,-999,-999
Reptilia,Myriopholis,cairi,2,0.2
Reptilia,Myriopholis,longicauda,-999,-999
Reptilia,Myriopholis,macrorhyncha,-999,-999
Reptilia,Myriopholis,nursii,-999,-999
Reptilia,Rena,dissectus,7,-999
Reptilia,Rena,dulcis,7,-999
Reptilia,Rena,humilis,26,-999
Reptilia,Rena,myopica,7,-999
Reptilia,Rena,unguirostris,2,-999
Reptilia,Siagonodon,borrichianus,8,-999
Reptilia,Trilepida,brasiliensis,6,-999
Reptilia,Ctenoblepharys,adspersa,-999,-999
Reptilia,Liolaemus,abaucan,-999,-999
Reptilia,Liolaemus,abdalai,4.475,-999
Reptilia,Liolaemus,albiceps,-999,-999
Reptilia,Liolaemus,alticolor,-999,-999
Reptilia,Liolaemus,andinus,20.07,-999
Reptilia,Liolaemus,anomalus,-999,-999
Reptilia,Liolaemus,arambarensis,-999,-999
